url,artist,name,chartMax,chartCount,danceability,energy,camelot,loudness,mode,speechiness,acousticness,instrumentalness,liveness,bpm,signature,duration,spotify,chartYear,popularity,release_date,image/height,image/url,image/width,songplay,n1
spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,1,65,0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,80.87,4,238805,TRUE,2022,86,8/6/2020,640,https://i.scdn.co/image/ab67616d0000b2739e495fb707973f3390850eea,640,https://p.scdn.co/mp3-preview/1ac449e52145d1c44dc4346afdb2d8b70e93969b?cid=774b29d4f13844c495f206cafdad9c86,Heat Waves
spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,37,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,169.928,4,141806,TRUE,2022,85,7/23/2021,640,https://i.scdn.co/image/ab67616d0000b2738e6551a2944764bc8e33a960,640,https://p.scdn.co/mp3-preview/40a8daf1f3cbb5c6363e68de859ba4af3377344c?cid=774b29d4f13844c495f206cafdad9c86,STAY (with Justin Bieber)
spotify:track:3IAfUEeaXRX9s9UdKOJrFI,Anitta,Envolver,3,3,0.812,0.736,4,-5.421,0,0.0833,0.152,0.0025,0.0914,91.993,4,193806,TRUE,2022,81,11/11/2021,640,https://i.scdn.co/image/ab67616d0000b27332f29a61d5e3c3bb3c7ae510,640,https://p.scdn.co/mp3-preview/784196314fb6965fbe3a326ff543c8dd6e944ab4?cid=774b29d4f13844c495f206cafdad9c86,Envolver
spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,3,21,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,77.011,4,173381,TRUE,2022,38,9/3/2021,640,https://i.scdn.co/image/ab67616d0000b273d9b35d1c4d15c9de88b754a7,640,,Enemy (with JID) - from the series Arcane League of Legends
spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,1,19,0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,121.932,4,168602,TRUE,2022,84,8/13/2021,640,https://i.scdn.co/image/ab67616d0000b2732842f743ebd32235bceb43d3,640,https://p.scdn.co/mp3-preview/83c53804d9a84bee1cca941679370f0541dd4ca2?cid=774b29d4f13844c495f206cafdad9c86,abcdefu
spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,4,32,0.795,0.8,1,-6.32,1,0.0309,0.0354,0.0001,0.0915,116.032,4,202735,TRUE,2022,70,10/22/2021,640,https://i.scdn.co/image/ab67616d0000b273523458c391fe8180a19a1069,640,https://p.scdn.co/mp3-preview/f0fe18f93a65ac4abc573c2dfea006273139ead5?cid=774b29d4f13844c495f206cafdad9c86,Cold Heart - PNAU Remix
spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,"Becky G, KAROL G",MAMIII,5,6,0.843,0.7,4,-3.563,0,0.0803,0.0934,0,0.14,93.991,4,226088,TRUE,2022,83,2/10/2022,640,https://i.scdn.co/image/ab67616d0000b27372babf690675fe969470e8ee,640,https://p.scdn.co/mp3-preview/a2748f563c888258e379756cdc94922b9c7c9cde?cid=774b29d4f13844c495f206cafdad9c86,MAMIII
spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),2,35,0.741,0.691,10,-7.395,0,0.0672,0.0221,0,0.0476,150.087,4,212353,TRUE,2022,80,9/17/2021,640,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,640,https://p.scdn.co/mp3-preview/31e16e1bc7aad79a7785b12d6f34421943080b5b?cid=774b29d4f13844c495f206cafdad9c86,INDUSTRY BABY (feat. Jack Harlow)
spotify:track:6mmPpaltUZK7xjNlBPQQ0p,"Rauw Alejandro, Chencho Corleone",Desesperados,8,15,0.869,0.694,1,-3.35,0,0.0783,0.356,0.0012,0.0878,90.02,4,224997,TRUE,2022,83,12/10/2021,640,https://i.scdn.co/image/ab67616d0000b273d9525f27b0a9e25b1fa21230,640,https://p.scdn.co/mp3-preview/b260f6e456d7fe4a3820da435eb33c981ea39079?cid=774b29d4f13844c495f206cafdad9c86,Desesperados
spotify:track:50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,4,28,0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,141.02,4,207853,TRUE,2022,86,10/29/2021,640,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,640,https://p.scdn.co/mp3-preview/172691039b5878c61caa8079515b16b6ee91dcc9?cid=774b29d4f13844c495f206cafdad9c86,Shivers
spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,6,37,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.0029,0.117,107.998,4,172627,TRUE,2022,87,6/25/2021,640,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,640,https://p.scdn.co/mp3-preview/01b49a95f322c2c708b48e56a9da43777620af9b?cid=774b29d4f13844c495f206cafdad9c86,Woman
spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,1,23,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,141.981,4,224695,TRUE,2022,81,11/19/2021,640,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,640,https://p.scdn.co/mp3-preview/3ca514309c910bb73a9e3ef8092306900af06fa6?cid=774b29d4f13844c495f206cafdad9c86,Easy On Me
spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,11,27,0.601,0.741,2,-5.569,1,0.0478,0.185,0,0.415,153.96,4,153190,TRUE,2022,86,3/19/2021,640,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,640,https://p.scdn.co/mp3-preview/0d9a9c01928559bfef66e7bbd03f9bce5f840284?cid=774b29d4f13844c495f206cafdad9c86,Ghost
spotify:track:0QBzMgT7NIeoCYy3sJCof1,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),13,3,0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,94.996,4,206071,TRUE,2022,84,3/4/2022,640,https://i.scdn.co/image/ab67616d0000b273364ef5f9057092741f667fea,640,https://p.scdn.co/mp3-preview/c7d17a94330a3789118aa4d7a8823fcc1f049125?cid=774b29d4f13844c495f206cafdad9c86,Bam Bam (feat. Ed Sheeran)
spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,14,13,0.41,0.611,4,-8.271,0,0.0467,0.0228,0,0.116,185.727,3,184448,TRUE,2022,88,1/10/2020,640,https://i.scdn.co/image/ab67616d0000b27353a2e11c1bde700722fecd2e,640,https://p.scdn.co/mp3-preview/01c7e5d3addb5c2f8535145f0136087836882525?cid=774b29d4f13844c495f206cafdad9c86,MIDDLE OF THE NIGHT
spotify:track:1O2pcBJGej0pmH2Y9XZMs6,Cris Mj,Una Noche en Medellín,16,4,0.87,0.548,10,-5.253,0,0.077,0.0924,0,0.0534,96.018,4,153750,TRUE,2022,87,1/21/2022,640,https://i.scdn.co/image/ab67616d0000b273697ed12671078b5dee48f0ad,640,https://p.scdn.co/mp3-preview/dfe61a7a42720eeb10aadaecdf6eaf1d4cf8e59f?cid=774b29d4f13844c495f206cafdad9c86,Una Noche en Medellín
spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,3,27,0.737,0.846,1,-4.51,0,0.22,0.0061,0,0.0486,87.981,4,143901,TRUE,2022,85,9/17/2021,640,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,640,https://p.scdn.co/mp3-preview/d62f4961618e4b4d40d823a11c6a6c1bf3fbd649?cid=774b29d4f13844c495f206cafdad9c86,THATS WHAT I WANT
spotify:track:3uUuGVFu1V7jTQL60S1r8z,"Lost Frequencies, Calum Scott",Where Are You Now,18,29,0.671,0.636,6,-8.117,0,0.103,0.515,0.0004,0.172,120.966,4,148197,TRUE,2022,87,7/30/2021,640,https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b,640,https://p.scdn.co/mp3-preview/822c97661e9d8a4cdbc9bebf8b414b95d982ee81?cid=774b29d4f13844c495f206cafdad9c86,Where Are You Now
spotify:track:59CfNbkERJ3NoTXDvoURjj,Dove Cameron,Boyfriend,11,6,0.345,0.612,7,-6.543,0,0.0608,0.232,0,0.194,179.773,3,153000,TRUE,2022,84,2/11/2022,640,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc,640,https://p.scdn.co/mp3-preview/53120317c1fc5576aa178f37ddfa991f6eabf0d6?cid=774b29d4f13844c495f206cafdad9c86,Boyfriend
spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,3,39,0.807,0.893,11,-3.745,0,0.0347,0.0451,0,0.366,126.011,4,230747,TRUE,2022,86,10/29/2021,640,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,640,https://p.scdn.co/mp3-preview/043f28a973add316f01a36a68f870f588d1dbb8e?cid=774b29d4f13844c495f206cafdad9c86,Bad Habits
spotify:track:1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,11,21,0.671,0.673,11,-6.941,0,0.0444,0.148,0.0001,0.304,121.963,4,237720,TRUE,2022,84,6/23/2017,640,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,640,https://p.scdn.co/mp3-preview/3b832402a7ef08d768b9a97e7d0738c0cd9a6dbb?cid=774b29d4f13844c495f206cafdad9c86,Infinity
spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,4,37,0.762,0.766,7,-3.955,1,0.0343,0.0078,0.0001,0.128,130.001,4,287120,TRUE,2022,73,10/1/2021,640,https://i.scdn.co/image/ab67616d0000b273f1bd89fe6542ac73b8555f73,640,https://p.scdn.co/mp3-preview/e46f728ef2b8b46194fde96da9bb64b6fa0619db?cid=774b29d4f13844c495f206cafdad9c86,Pepas
spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,23,20,0.754,0.763,7,-4.627,0,0.0435,0.0301,0,0.0901,117.953,4,164819,TRUE,2022,84,11/4/2021,640,https://i.scdn.co/image/ab67616d0000b2736b64f7a7e0e7af3d604ab41e,640,https://p.scdn.co/mp3-preview/bf5bc1080a2416f74152f30febd4495e310c8140?cid=774b29d4f13844c495f206cafdad9c86,The Motto
spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,1,45,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,166.928,4,178147,TRUE,2022,86,5/21/2021,640,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,640,https://p.scdn.co/mp3-preview/3849f6e821a9f55bc736e53791b8d88938e3034e?cid=774b29d4f13844c495f206cafdad9c86,good 4 u
spotify:track:46HNZY1i7O6jwTA7Slo2PI,"Coldplay, BTS",My Universe,3,26,0.573,0.711,1,-6.268,0,0.0406,0.0114,0,0.328,105.006,4,226198,TRUE,2022,80,10/15/2021,640,https://i.scdn.co/image/ab67616d0000b273ec10f247b100da1ce0d80b6d,640,https://p.scdn.co/mp3-preview/c5f3807d36abd0365d49e8c45d51b11a1a5384b9?cid=774b29d4f13844c495f206cafdad9c86,My Universe
spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,21,24,0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,75.977,4,160240,TRUE,2022,87,11/28/2014,640,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f,640,https://p.scdn.co/mp3-preview/7812b6880bdc66c8c32a34e78bb9a48a3e001d2c?cid=774b29d4f13844c495f206cafdad9c86,I Love You So
spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,1,121,0.514,0.73,1,-5.934,1,0.0598,0.0015,0.0001,0.0897,171.005,4,200040,TRUE,2022,90,3/20/2020,640,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,640,https://p.scdn.co/mp3-preview/579494c4709a8cc91687e487566c315dee104f9e?cid=774b29d4f13844c495f206cafdad9c86,Blinding Lights
spotify:track:4gzsuuZypVbxs0Af1LSZyB,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),12,25,0.639,0.703,4,-6.33,0,0.0794,0.0889,0.00000178,0.0865,169.888,4,207301,TRUE,2022,85,10/5/2021,640,https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6,640,https://p.scdn.co/mp3-preview/997d024aaabd3188e9842acc0c358df5e1460df7?cid=774b29d4f13844c495f206cafdad9c86,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)
spotify:track:7mFj0LlWtEJaEigguaWqYh,"Megan Thee Stallion, Dua Lipa",Sweetest Pie,17,2,0.814,0.628,7,-7.178,1,0.221,0.167,0,0.101,123.977,4,201334,TRUE,2022,78,3/11/2022,640,https://i.scdn.co/image/ab67616d0000b2738364ea7b6e54e63c82c568cf,640,https://p.scdn.co/mp3-preview/97563b6b9b1b1d28c2d542fe06f70f1a55c6fae1?cid=774b29d4f13844c495f206cafdad9c86,Sweetest Pie
spotify:track:2WL6GQzPuK9Nrpy9XwNEbz,Nirvana,Something In The Way,19,3,0.426,0.225,8,-12.422,1,0.0291,0.823,0.367,0.11,104.506,4,232204,TRUE,2022,49,9/24/1991,640,https://i.scdn.co/image/ab67616d0000b273444f118a9126af9e1483dcc0,640,https://p.scdn.co/mp3-preview/807721b1e4fee817bb89e6bd575a51280bc77dec?cid=774b29d4f13844c495f206cafdad9c86,Something In The Way - Remastered
spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,31,50,0.442,0.538,4,-8.55,0,0.0451,0.717,0,0.09,122.758,4,244360,TRUE,2022,66,6/17/2013,640,https://i.scdn.co/image/ab67616d0000b2731b51f809c31f0d98f67c0b7d,640,https://p.scdn.co/mp3-preview/3d0645699f24cf41b4d517478df5a04bcb04b25b?cid=774b29d4f13844c495f206cafdad9c86,Another Love
spotify:track:20on25jryn53hWghthWWW3,"ACRAZE, Cherish",Do It To It,9,21,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,124.927,4,157890,TRUE,2022,83,8/20/2021,640,https://i.scdn.co/image/ab67616d0000b27384d413b195aac8a69cc6e5c6,640,https://p.scdn.co/mp3-preview/187aea9020bb024adfbb0e19e7b6022a2996e4ed?cid=774b29d4f13844c495f206cafdad9c86,Do It To It
spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,29,82,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,124.053,4,240400,TRUE,2022,92,4/19/2013,640,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,640,https://p.scdn.co/mp3-preview/387541e6cab7e39e27acdb2c80ae6274b1182836?cid=774b29d4f13844c495f206cafdad9c86,Sweater Weather
spotify:track:2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,3,42,0.644,0.648,1,-4.601,1,0.118,0.276,0,0.135,179.951,4,206710,TRUE,2022,86,6/4/2021,640,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,640,https://p.scdn.co/mp3-preview/6db656eb4560c68f2502ee9ce9a2837da7ba0000?cid=774b29d4f13844c495f206cafdad9c86,Yonaguni
spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Need to Know,6,41,0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,130.041,4,210560,TRUE,2022,82,6/25/2021,640,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,640,https://p.scdn.co/mp3-preview/c707247354131537f5d7b0935f38db827711e76c?cid=774b29d4f13844c495f206cafdad9c86,Need to Know
spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,35,32,0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,116.959,3,233720,TRUE,2022,89,5/5/2017,640,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707,640,https://p.scdn.co/mp3-preview/e46c33f7456afa43a05ced40825ce5aa1ee78f7e?cid=774b29d4f13844c495f206cafdad9c86,Dandelions
spotify:track:52xJxFP6TqMuO4Yt0eOkMz,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",We Don't Talk About Bruno,8,13,0.577,0.45,0,-8.516,0,0.0834,0.357,0,0.111,205.863,4,216120,TRUE,2022,79,11/19/2021,640,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,640,https://p.scdn.co/mp3-preview/ef3216e8ff9d8c6ec5ab7b6472d540774e36502d?cid=774b29d4f13844c495f206cafdad9c86,We Don't Talk About Bruno
spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),3,50,0.764,0.705,8,-3.463,1,0.0284,0.259,0.0001,0.12,110.97,4,208667,TRUE,2022,80,6/25/2021,640,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,640,https://p.scdn.co/mp3-preview/981b61d494e16ae618bbbc1aaafa62a8066530fa?cid=774b29d4f13844c495f206cafdad9c86,Kiss Me More (feat. SZA)
spotify:track:7BDHDiidJ8WV349p3HTxTV,Stray Kids,MANIAC,39,1,0.744,0.8,1,-2.63,1,0.266,0.181,0,0.0746,89.925,4,182758,TRUE,2022,60,3/18/2022,640,https://i.scdn.co/image/ab67616d0000b27348eefbb034760e932f571790,640,https://p.scdn.co/mp3-preview/9b605c29bed8ddd657360a2e2a8b275c316bac2f?cid=774b29d4f13844c495f206cafdad9c86,MANIAC
spotify:track:3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch,19,9,0.69,0.626,6,-5.693,1,0.306,0.105,0.0003,0.0881,184.009,4,185681,TRUE,2022,73,1/19/2022,640,https://i.scdn.co/image/ab67616d0000b273101337d65122832b36bfc928,640,https://p.scdn.co/mp3-preview/4c94281d33ab4829166ef70d0b2f3e05a136c639?cid=774b29d4f13844c495f206cafdad9c86,Light Switch
spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),4,77,0.702,0.825,6,-3.787,0,0.0601,0.0088,0,0.0674,102.977,4,203064,TRUE,2022,84,3/27/2020,640,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,640,https://p.scdn.co/mp3-preview/baa8859b39dc78685642e1adfe60ec5ef8b3a5cf?cid=774b29d4f13844c495f206cafdad9c86,Levitating (feat. DaBaby)
spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,7,44,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,100.607,4,229227,TRUE,2022,86,5/21/2021,640,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,640,https://p.scdn.co/mp3-preview/3890df12fac1e20b44d6b2c80a3622558e334aeb?cid=774b29d4f13844c495f206cafdad9c86,traitor
spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,5,48,0.65,0.825,0,-4.645,1,0.0325,0.0215,0,0.0936,118.091,4,191014,TRUE,2022,81,3/20/2020,640,https://i.scdn.co/image/ab67616d0000b273b5097b81179824803664aaaf,640,https://p.scdn.co/mp3-preview/87da1dfc9630689b55d3017fd7aed3262b25699e?cid=774b29d4f13844c495f206cafdad9c86,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track
spotify:track:70AYiGbc4mWZGEqiipBBDb,ROSALÍA,CANDY,44,1,0.638,0.49,4,-5.726,0,0.226,0.885,0.0116,0.156,179.905,4,193480,TRUE,2022,70,3/18/2022,640,https://i.scdn.co/image/ab67616d0000b2730c179967a265de0fc76382fe,640,https://p.scdn.co/mp3-preview/93d632364d661cdab74230dbaa1ccb101496a73d?cid=774b29d4f13844c495f206cafdad9c86,CANDY
spotify:track:531KGXtBroSrOX9LVmiIgc,Dave,Starlight,45,3,0.954,0.367,4,-9.551,0,0.288,0.341,0.00000548,0.0979,124.026,4,211935,TRUE,2022,77,3/3/2022,640,https://i.scdn.co/image/ab67616d0000b27320ce6b27651688ee8969cb2e,640,https://p.scdn.co/mp3-preview/41c06ecbe873bace2bf4985f38dbc2263702a3c8?cid=774b29d4f13844c495f206cafdad9c86,Starlight
spotify:track:2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Softcore,35,11,0.575,0.568,9,-5.509,0,0.03,0.0484,0.0004,0.286,93.986,4,206280,TRUE,2022,85,11/2/2018,640,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,640,https://p.scdn.co/mp3-preview/0446c69be3d5deb4ee925aac67261eeada4eb73b?cid=774b29d4f13844c495f206cafdad9c86,Softcore
spotify:track:1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO (Call Me By Your Name),1,52,0.593,0.503,8,-6.725,0,0.22,0.293,0,0.405,178.781,4,137704,TRUE,2022,81,9/17/2021,640,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,640,https://p.scdn.co/mp3-preview/a25aff06d2a2f2cf4c5d8d9a7e45ce50789cab50?cid=774b29d4f13844c495f206cafdad9c86,MONTERO (Call Me By Your Name)
spotify:track:5zNxUkUW9WiV5oyg6gh2wB,"PEDRO SAMPAIO, Mc Pedrinho",DANÇARINA,32,5,0.778,0.571,9,-4.776,0,0.0788,0.0423,0,0.0964,134.999,4,110222,TRUE,2022,74,2/2/2022,640,https://i.scdn.co/image/ab67616d0000b27318313f96fb2cecc502a34f85,640,https://p.scdn.co/mp3-preview/c0e15a34bdd725c3efe5714b6e2e83f4f2fddc4a?cid=774b29d4f13844c495f206cafdad9c86,DANÇARINA
spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,31,26,0.908,0.669,7,-2.827,1,0.0738,0.0029,0,0.237,112.238,4,290320,TRUE,2022,88,5/26/2002,640,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,640,https://p.scdn.co/mp3-preview/1d63d428f0ac2ffe2f4434265031124747363500?cid=774b29d4f13844c495f206cafdad9c86,Without Me
spotify:track:6lX6l7OuA3qrnIRfdsr0dw,"Blessd, Justin Quiles, Lenny Tavárez",Medallo,48,18,0.787,0.7,4,-4.598,0,0.0768,0.568,0.0005,0.663,90.02,4,233453,TRUE,2022,79,10/27/2021,640,https://i.scdn.co/image/ab67616d0000b2730a0ee97e8ba4373476538f19,640,https://p.scdn.co/mp3-preview/7430d7b1e6d0f930150d1f2e6e320f3efbcb57ff?cid=774b29d4f13844c495f206cafdad9c86,Medallo
spotify:track:1mWdTewIgB3gtBM3TOSFhB,BTS,Butter,2,44,0.759,0.459,8,-5.187,1,0.0948,0.0032,0,0.0906,109.997,4,164442,TRUE,2022,75,6/4/2021,640,https://i.scdn.co/image/ab67616d0000b273240447f2da1433d8f4303596,640,https://p.scdn.co/mp3-preview/e93bc746bea9688b7b1ac5648cd678f74a0d1933?cid=774b29d4f13844c495f206cafdad9c86,Butter
spotify:track:1ZdhOMWyFR8Iv9eylMGYg2,Labrinth,Mount Everest,36,7,0.494,0.428,0,-7.239,0,0.205,0.236,0.0698,0.0816,87.724,4,157497,TRUE,2022,82,11/22/2019,640,https://i.scdn.co/image/ab67616d0000b273e4c03429788f0aff263a5fc6,640,https://p.scdn.co/mp3-preview/fec7729d902f78dbfc1c1743a884a2bd09e996e4?cid=774b29d4f13844c495f206cafdad9c86,Mount Everest
spotify:track:2rDZhKnPaPG054ExZ6nXUS,Ryan Castro,Jordan,53,4,0.796,0.68,10,-5.555,0,0.37,0.0575,0.0007,0.103,179.923,4,176143,TRUE,2022,36,4/30/2021,640,https://i.scdn.co/image/ab67616d0000b273a60c2f9c4737c3319da3e5d4,640,,Jordan
spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,2,68,0.68,0.826,0,-5.487,1,0.0309,0.0212,0,0.543,118.051,4,215627,TRUE,2022,88,3/20/2020,640,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,640,https://p.scdn.co/mp3-preview/0bf5eacd386918ce9b60225d1e967b6ec30147db?cid=774b29d4f13844c495f206cafdad9c86,Save Your Tears
spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,1,63,0.561,0.431,10,-8.81,1,0.0578,0.768,0,0.106,143.875,4,242013,TRUE,2022,86,5/21/2021,640,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,640,https://p.scdn.co/mp3-preview/3a145991602f4a7304d5227ce2268596d0f8e589?cid=774b29d4f13844c495f206cafdad9c86,drivers license
spotify:track:6Y46tOTRhkBamosyuWa6YX,"ROSALÍA, The Weeknd",LA FAMA (with The Weeknd),32,15,0.766,0.295,0,-7.893,0,0.0464,0.947,0,0.119,136.016,4,188107,TRUE,2022,79,3/18/2022,640,https://i.scdn.co/image/ab67616d0000b2730c179967a265de0fc76382fe,640,https://p.scdn.co/mp3-preview/199a06d25b58d731aa874df45f724381469864d5?cid=774b29d4f13844c495f206cafdad9c86,LA FAMA
spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,57,12,0.52,0.852,0,-5.866,1,0.0543,0.0024,0.0001,0.0733,140.267,4,253587,TRUE,2022,81,4/24/2007,640,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90,640,https://p.scdn.co/mp3-preview/47aca114cd367609671d27ba494c0d90cc5abf48?cid=774b29d4f13844c495f206cafdad9c86,505
spotify:track:0Bv7O6fmZk3GrNQFYJaXPn,"La Pantera, Quevedo, Juseph, Abhir Hathi, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",58,8,0.672,0.745,5,-5.269,0,0.3,0.438,0.00000929,0.0699,173.974,4,413111,TRUE,2022,76,1/14/2022,640,https://i.scdn.co/image/ab67616d0000b2739b5d03db1266c2f8922a63a2,640,https://p.scdn.co/mp3-preview/9bbd4fd87efb3814c0745c5bc381bede84363872?cid=774b29d4f13844c495f206cafdad9c86,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]"
spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhay Cortez",DÁKITI,1,73,0.731,0.573,4,-10.059,0,0.0544,0.401,0.0001,0.113,109.928,4,205090,TRUE,2022,80,11/27/2020,640,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,640,https://p.scdn.co/mp3-preview/4252db9634fc9143dafbcfc298e5957195d3bb32?cid=774b29d4f13844c495f206cafdad9c86,DÁKITI
spotify:track:6ylDpki1VpIsc525KC1ojF,Sebastian Yatra,Tacones Rojos,45,18,0.746,0.844,11,-3.499,0,0.0359,0.062,0,0.149,123.014,4,189333,TRUE,2022,78,1/28/2022,640,https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145,640,https://p.scdn.co/mp3-preview/f74ac56b868db82596fb3a6b2fda8a634ca7c59b?cid=774b29d4f13844c495f206cafdad9c86,Tacones Rojos
